"X","Occupancy","DmgFnId","Source","Description","depth","damage","depth_m","Floors","Basement","salt_water","duration","foundation","fema_zone"
231,"COM1","317","USACE - New Orleans","neigborhood grocery, structure, salt water, short duration",-4,0,-1.2192,NA,0,"salt","short",NA,NA
232,"COM1","318","USACE - New Orleans","neigborhood grocery, structure, fresh water, long duration",-4,0,-1.2192,NA,0,"fresh","long",NA,NA
233,"COM1","319","USACE - New Orleans","neigborhood grocery, structure, fresh water, short duration",-4,0,-1.2192,NA,0,"fresh","short",NA,NA
234,"COM1","320","USACE - New Orleans","neigborhood grocery, structure, composite water & duration",-4,0,-1.2192,NA,0,NA,NA,NA,NA
235,"COM1","321","USACE - New Orleans","home repair store, structure, salt water, long duration",-4,0,-1.2192,NA,0,"salt","long",NA,NA
236,"COM1","322","USACE - New Orleans","home repair store, structure, salt water, short duration",-4,0,-1.2192,NA,0,"salt","short",NA,NA
237,"COM1","323","USACE - New Orleans","home repair store, structure, fresh water, long duration",-4,0,-1.2192,NA,0,"fresh","long",NA,NA
238,"COM1","324","USACE - New Orleans","home repair store, structure, fresh water, short duration",-4,0,-1.2192,NA,0,"fresh","short",NA,NA
239,"COM1","325","USACE - New Orleans","home repair store, structure, composite water & duration",-4,0,-1.2192,NA,0,NA,NA,NA,NA
240,"COM1","326","USACE - New Orleans","liquor store, structure, salt water, long duration",-4,0,-1.2192,NA,0,"salt","long",NA,NA
241,"COM1","327","USACE - New Orleans","liquor store, structure, salt water, short duration",-4,0,-1.2192,NA,0,"salt","short",NA,NA
242,"COM1","328","USACE - New Orleans","liquor store, structure, fresh water, long duration",-4,0,-1.2192,NA,0,"fresh","long",NA,NA
243,"COM1","329","USACE - New Orleans","liquor store, structure, fresh water, short duration",-4,0,-1.2192,NA,0,"fresh","short",NA,NA
244,"COM1","330","USACE - New Orleans","liquor store, structure, composite water & duration",-4,0,-1.2192,NA,0,NA,NA,NA,NA
245,"COM1","331","USACE - New Orleans","shoe store, structure, salt water, long duration",-4,0,-1.2192,NA,0,"salt","long",NA,NA
246,"COM1","332","USACE - New Orleans","shoe store, structure, salt water, short duration",-4,0,-1.2192,NA,0,"salt","short",NA,NA
247,"COM1","333","USACE - New Orleans","shoe store, structure, fresh water, long duration",-4,0,-1.2192,NA,0,"fresh","long",NA,NA
248,"COM1","334","USACE - New Orleans","shoe store, structure, fresh water, short duration",-4,0,-1.2192,NA,0,"fresh","short",NA,NA
249,"COM1","335","USACE - New Orleans","shoe store, structure, composite water & duration",-4,0,-1.2192,NA,0,NA,NA,NA,NA
250,"COM1","336","USACE - New Orleans","wine store, structure, salt water, long duration",-4,0,-1.2192,NA,0,"salt","long",NA,NA
251,"COM1","337","USACE - New Orleans","wine store, structure, salt water, short duration",-4,0,-1.2192,NA,0,"salt","short",NA,NA
252,"COM1","338","USACE - New Orleans","wine store, structure, fresh water, long duration",-4,0,-1.2192,NA,0,"fresh","long",NA,NA
253,"COM1","339","USACE - New Orleans","wine store, structure, fresh water, short duration",-4,0,-1.2192,NA,0,"fresh","short",NA,NA
254,"COM1","340","USACE - New Orleans","wine store, structure, composite water & duration",-4,0,-1.2192,NA,0,NA,NA,NA,NA
255,"COM1","260","USACE - Galveston","vacuum cleaner sales, structure",-4,0,-1.2192,NA,0,NA,NA,NA,NA
256,"COM1","261","USACE - Galveston","video games, structure",-4,0,-1.2192,NA,0,NA,NA,NA,NA
257,"COM1","262","USACE - Wilmington","appliances, structure",-4,0,-1.2192,NA,0,NA,NA,NA,NA
258,"COM1","263","USACE - Wilmington","auto dealership, structure",-4,0,-1.2192,NA,0,NA,NA,NA,NA
259,"COM1","264","USACE - Wilmington","bait stand, structure",-4,0,-1.2192,NA,0,NA,NA,NA,NA
260,"COM1","265","USACE - Wilmington","book store, structure",-4,0,-1.2192,NA,0,NA,NA,NA,NA
261,"COM1","266","USACE - Wilmington","clothing, structure",-4,0,-1.2192,NA,0,NA,NA,NA,NA
262,"COM1","267","USACE - Wilmington","department store, structure",-4,0,-1.2192,NA,0,NA,NA,NA,NA
263,"COM1","268","USACE - Wilmington","drug, super, structure",-4,0,-1.2192,NA,0,NA,NA,NA,NA
264,"COM1","229","USACE - Galveston","fabric store, structure",-4,0,-1.2192,NA,0,NA,NA,NA,NA
265,"COM1","230","USACE - Galveston","feed store, structure",-4,0,-1.2192,NA,0,NA,NA,NA,NA
266,"COM1","231","USACE - Galveston","flea market, structure",-4,0,-1.2192,NA,0,NA,NA,NA,NA
267,"COM1","232","USACE - Galveston","florist, structure",-4,0,-1.2192,NA,0,NA,NA,NA,NA
268,"COM1","233","USACE - Galveston","fruit stand, structure",-4,0,-1.2192,NA,0,NA,NA,NA,NA
269,"COM1","234","USACE - Galveston","large furniture, structure",-4,0,-1.2192,NA,0,NA,NA,NA,NA
270,"COM1","235","USACE - Galveston","gas/butane supply, structure",-4,0,-1.2192,NA,0,NA,NA,NA,NA
271,"COM1","236","USACE - Galveston","gift shop, structure",-4,0,-1.2192,NA,0,NA,NA,NA,NA
272,"COM1","237","USACE - Galveston","greenhouse, structure",-4,0,-1.2192,NA,0,NA,NA,NA,NA
273,"COM1","238","USACE - Galveston","small grocery, structure",-4,0,-1.2192,NA,0,NA,NA,NA,NA
274,"COM1","239","USACE - Galveston","medium grocery, structure",-4,0,-1.2192,NA,0,NA,NA,NA,NA
275,"COM1","240","USACE - Galveston","gun shop, structure",-4,0,-1.2192,NA,0,NA,NA,NA,NA
276,"COM1","241","USACE - Galveston","hardware, structure",-4,0,-1.2192,NA,0,NA,NA,NA,NA
277,"COM1","242","USACE - Galveston","hobby shop, structure",-4,0,-1.2192,NA,0,NA,NA,NA,NA
278,"COM1","243","USACE - Galveston","lawnmower, structure",-4,0,-1.2192,NA,0,NA,NA,NA,NA
279,"COM1","244","USACE - Galveston","liquor store, structure",-4,0,-1.2192,NA,0,NA,NA,NA,NA
280,"COM1","245","USACE - Galveston","meat market, structure",-4,0,-1.2192,NA,0,NA,NA,NA,NA
281,"COM1","246","USACE - Galveston","motorcycle dealer, structure",-4,0,-1.2192,NA,0,NA,NA,NA,NA
282,"COM1","247","USACE - Galveston","music center, structure",-4,0,-1.2192,NA,0,NA,NA,NA,NA
283,"COM1","248","USACE - Galveston","nursery, structure",-4,0,-1.2192,NA,0,NA,NA,NA,NA
284,"COM1","249","USACE - Galveston","paint store, structure",-4,0,-1.2192,NA,0,NA,NA,NA,NA
285,"COM1","250","USACE - Galveston","pawn shop, structure",-4,0,-1.2192,NA,0,NA,NA,NA,NA
286,"COM1","251","USACE - Galveston","remnant shop, structure",-4,0,-1.2192,NA,0,NA,NA,NA,NA
287,"COM1","252","USACE - Galveston","service station, structure",-4,0,-1.2192,NA,0,NA,NA,NA,NA
288,"COM1","253","USACE - Galveston","shoe repair, structure",-4,0,-1.2192,NA,0,NA,NA,NA,NA
289,"COM1","254","USACE - Galveston","toy store, structure",-4,0,-1.2192,NA,0,NA,NA,NA,NA
290,"COM1","255","USACE - Galveston","tractor sales, structure",-4,0,-1.2192,NA,0,NA,NA,NA,NA
291,"COM1","256","USACE - Galveston","trophy shop, structure",-4,0,-1.2192,NA,0,NA,NA,NA,NA
292,"COM1","257","USACE - Galveston","upholstery shop, structure",-4,0,-1.2192,NA,0,NA,NA,NA,NA
293,"COM1","258","USACE - Galveston","used appliances/cloth, structure",-4,0,-1.2192,NA,0,NA,NA,NA,NA
294,"COM1","259","USACE - Galveston","used furniture, structure",-4,0,-1.2192,NA,0,NA,NA,NA,NA
295,"COM1","300","USACE - New Orleans","department store, structure, composite water & duration",-4,0,-1.2192,NA,0,NA,NA,NA,NA
296,"COM1","301","USACE - New Orleans","furniture store, structure, salt water, long duration",-4,0,-1.2192,NA,0,"salt","long",NA,NA
297,"COM1","302","USACE - New Orleans","furniture store, structure, salt water, short duration",-4,0,-1.2192,NA,0,"salt","short",NA,NA
298,"COM1","303","USACE - New Orleans","furniture store, structure, fresh water, long duration",-4,0,-1.2192,NA,0,"fresh","long",NA,NA
299,"COM1","304","USACE - New Orleans","furniture store, structure, fresh water, short duration",-4,0,-1.2192,NA,0,"fresh","short",NA,NA
300,"COM1","305","USACE - New Orleans","furniture store, structure, composite water & duration",-4,0,-1.2192,NA,0,NA,NA,NA,NA
301,"COM1","306","USACE - New Orleans","gas station, structure, salt water, long duration",-4,0,-1.2192,NA,0,"salt","long",NA,NA
302,"COM1","155","USACE - Galveston","tractor sales, contents (inventory)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
303,"COM1","156","USACE - Galveston","trailer sales, contents (inventory)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
304,"COM1","269","USACE - Wilmington","furniture, structure",-4,0,-1.2192,NA,0,NA,NA,NA,NA
305,"COM1","270","USACE - Wilmington","hardware, structure",-4,0,-1.2192,NA,0,NA,NA,NA,NA
306,"COM1","271","USACE - Wilmington","liquor, structure",-4,0,-1.2192,NA,0,NA,NA,NA,NA
307,"COM1","272","USACE - Wilmington","drive thru market, structure",-4,0,-1.2192,NA,0,NA,NA,NA,NA
308,"COM1","273","USACE - Wilmington","supermarket, structure",-4,0,-1.2192,NA,0,NA,NA,NA,NA
309,"COM1","274","USACE - Wilmington","service station, structure",-4,0,-1.2192,NA,0,NA,NA,NA,NA
310,"COM1","275","USACE - Wilmington","variety store, structure",-4,0,-1.2192,NA,0,NA,NA,NA,NA
311,"COM1","276","USACE - New Orleans","bakery, structure, salt water, long duration",-4,0,-1.2192,NA,0,"salt","long",NA,NA
312,"COM1","277","USACE - New Orleans","bakery, structure, salt water, short duration",-4,0,-1.2192,NA,0,"salt","short",NA,NA
313,"COM1","278","USACE - New Orleans","bakery, structure, fresh water, long duration",-4,0,-1.2192,NA,0,"fresh","long",NA,NA
314,"COM1","279","USACE - New Orleans","bakery, structure, fresh water, short duration",-4,0,-1.2192,NA,0,"fresh","short",NA,NA
315,"COM1","280","USACE - New Orleans","bakery, structure, composite water & duration",-4,0,-1.2192,NA,0,NA,NA,NA,NA
316,"COM1","281","USACE - New Orleans","candy store, structure, salt water, long duration",-4,0,-1.2192,NA,0,"salt","long",NA,NA
317,"COM1","282","USACE - New Orleans","candy store, structure, salt water, short duration",-4,0,-1.2192,NA,0,"salt","short",NA,NA
318,"COM1","283","USACE - New Orleans","candy store, structure, fresh water, long duration",-4,0,-1.2192,NA,0,"fresh","long",NA,NA
319,"COM1","284","USACE - New Orleans","candy store, structure, fresh water, short duration",-4,0,-1.2192,NA,0,"fresh","short",NA,NA
320,"COM1","285","USACE - New Orleans","candy store, structure, composite water & duration",-4,0,-1.2192,NA,0,NA,NA,NA,NA
321,"COM1","286","USACE - New Orleans","clothing store, structure, salt water, long duration",-4,0,-1.2192,NA,0,"salt","long",NA,NA
322,"COM1","287","USACE - New Orleans","clothing store, structure, salt water, short duration",-4,0,-1.2192,NA,0,"salt","short",NA,NA
323,"COM1","288","USACE - New Orleans","clothing store, structure, fresh water, long duration",-4,0,-1.2192,NA,0,"fresh","long",NA,NA
324,"COM1","289","USACE - New Orleans","clothing store, structure, fresh water, short duration",-4,0,-1.2192,NA,0,"fresh","short",NA,NA
325,"COM1","290","USACE - New Orleans","clothing store, structure, composite water & duration",-4,0,-1.2192,NA,0,NA,NA,NA,NA
326,"COM1","291","USACE - New Orleans","convenience store, structure, salt water, long duration",-4,0,-1.2192,NA,0,"salt","long",NA,NA
327,"COM1","292","USACE - New Orleans","convenience store, structure, salt water, short duration",-4,0,-1.2192,NA,0,"salt","short",NA,NA
328,"COM1","293","USACE - New Orleans","convenience store, structure, fresh water, long duration",-4,0,-1.2192,NA,0,"fresh","long",NA,NA
329,"COM1","294","USACE - New Orleans","convenience store, structure, fresh water, short duration",-4,0,-1.2192,NA,0,"fresh","short",NA,NA
330,"COM1","295","USACE - New Orleans","convenience store, structure, composite water & duration",-4,0,-1.2192,NA,0,NA,NA,NA,NA
331,"COM1","296","USACE - New Orleans","department store, structure, salt water, long duration",-4,0,-1.2192,NA,0,"salt","long",NA,NA
332,"COM1","297","USACE - New Orleans","department store, structure, salt water, short duration",-4,0,-1.2192,NA,0,"salt","short",NA,NA
333,"COM1","298","USACE - New Orleans","department store, structure, fresh water, long duration",-4,0,-1.2192,NA,0,"fresh","long",NA,NA
334,"COM1","299","USACE - New Orleans","department store, structure, fresh water, short duration",-4,0,-1.2192,NA,0,"fresh","short",NA,NA
335,"COM1","148","USACE - Galveston","remnant shop, contents (inventory)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
336,"COM1","149","USACE - Galveston","service station, contents (equipment)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
337,"COM1","150","USACE - Galveston","service station, contents (inventory)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
338,"COM1","151","USACE - Galveston","shoe repair, contents (equipment)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
339,"COM1","152","USACE - Galveston","shoe repair, contents (inventory)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
340,"COM1","153","USACE - Galveston","toy store, contents (inventory)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
341,"COM1","154","USACE - Galveston","tractor sales, contents (equipment)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
342,"COM1","30","USACE - Galveston","trailer sales, inventory",-4,0,-1.2192,NA,0,NA,NA,NA,NA
343,"COM1","31","USACE - Galveston","trophy shop, inventory",-4,0,-1.2192,NA,0,NA,NA,NA,NA
344,"COM1","157","USACE - Galveston","trophy shop, contents (equipment)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
345,"COM1","158","USACE - Galveston","trophy shop, contents (inventory)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
346,"COM1","159","USACE - Galveston","upholstery shop, contents (equipment)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
347,"COM1","160","USACE - Galveston","upholstery shop, contents (inventory)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
348,"COM1","161","USACE - Galveston","used appliances/cloth, contents (equipment)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
349,"COM1","162","USACE - Galveston","used appliances/cloth, contents (inventory)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
350,"COM1","163","USACE - Galveston","used furniture, contents (equipment)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
351,"COM1","1","USACE - Galveston","average retail trade, inventory",-4,0,-1.2192,NA,0,NA,NA,NA,NA
352,"COM1","2","USACE - Galveston","appliance sales, inventory",-4,0,-1.2192,NA,0,NA,NA,NA,NA
353,"COM1","3","USACE - Galveston","bait stand, inventory",-4,0,-1.2192,NA,0,NA,NA,NA,NA
354,"COM1","4","USACE - Galveston","book store, inventory",-4,0,-1.2192,NA,0,NA,NA,NA,NA
355,"COM1","5","USACE - Galveston","camera store, inventory",-4,0,-1.2192,NA,0,NA,NA,NA,NA
356,"COM1","6","USACE - Galveston","carpet and paint shop, inventory",-4,0,-1.2192,NA,0,NA,NA,NA,NA
357,"COM1","7","USACE - Galveston","crafts - inventory",-4,0,-1.2192,NA,0,NA,NA,NA,NA
358,"COM1","8","USACE - Galveston","chain drug store, inventory",-4,0,-1.2192,NA,0,NA,NA,NA,NA
359,"COM1","9","USACE - Galveston","fabric store, inventory",-4,0,-1.2192,NA,0,NA,NA,NA,NA
360,"COM1","10","USACE - Galveston","feed store, inventory",-4,0,-1.2192,NA,0,NA,NA,NA,NA
361,"COM1","11","USACE - Galveston","florist, inventory",-4,0,-1.2192,NA,0,NA,NA,NA,NA
362,"COM1","12","USACE - Galveston","fruit stand, inventory",-4,0,-1.2192,NA,0,NA,NA,NA,NA
363,"COM1","13","USACE - Galveston","gift shop, inventory",-4,0,-1.2192,NA,0,NA,NA,NA,NA
364,"COM1","137","USACE - Galveston","motorcycle dealer, contents (equipment)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
365,"COM1","138","USACE - Galveston","motorcycle dealer, contents (inventory)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
366,"COM1","139","USACE - Galveston","music center, contents (equipment)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
367,"COM1","140","USACE - Galveston","music center, contents (inventory)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
368,"COM1","141","USACE - Galveston","plant nursery, contents (equipment)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
369,"COM1","142","USACE - Galveston","plant nursery, contents (inventory)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
370,"COM1","143","USACE - Galveston","paint store, contents (equipment)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
371,"COM1","144","USACE - Galveston","paint store, contents (inventory)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
372,"COM1","145","USACE - Galveston","pawn shop, contents (equipment)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
373,"COM1","146","USACE - Galveston","pawn shop, contents (inventory)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
374,"COM1","147","USACE - Galveston","remnant shop, contents (equipment)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
375,"COM1","188","USACE - New Orleans","home repair store, contents, fresh water, short duration",-4,0,-1.2192,NA,0,"fresh","short",NA,NA
376,"COM1","189","USACE - New Orleans","liquor store, contents, salt water, long duration",-4,0,-1.2192,NA,0,"salt","long",NA,NA
377,"COM1","190","USACE - New Orleans","liquor store, contents, fresh water, short duration",-4,0,-1.2192,NA,0,"fresh","short",NA,NA
378,"COM1","191","USACE - New Orleans","shoe store, contents, salt water, long duration",-4,0,-1.2192,NA,0,"salt","long",NA,NA
379,"COM1","192","USACE - New Orleans","shoe store, contents, fresh water, short duration",-4,0,-1.2192,NA,0,"fresh","short",NA,NA
380,"COM1","193","USACE - New Orleans","wine store, contents, salt water, long duration",-4,0,-1.2192,NA,0,"salt","long",NA,NA
381,"COM1","194","USACE - New Orleans","wine store, contents, fresh water, short duration",-4,0,-1.2192,NA,0,"fresh","short",NA,NA
382,"COM1","168","USACE - Galveston","video games, contents (inventory)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
383,"COM1","169","USACE - New Orleans","bakery, contents, salt water, long duration",-4,0,-1.2192,NA,0,"salt","long",NA,NA
384,"COM1","32","USACE - Galveston","upholstery shop, inventory",-4,0,-1.2192,NA,0,NA,NA,NA,NA
385,"COM1","33","USACE - Galveston","used appliances/cloth, inventory",-4,0,-1.2192,NA,0,NA,NA,NA,NA
386,"COM1","34","USACE - Galveston","used furniture, inventory",-4,0,-1.2192,NA,0,NA,NA,NA,NA
387,"COM1","35","USACE - Galveston","vacuum cleaner sales, inventory",-4,0,-1.2192,NA,0,NA,NA,NA,NA
388,"COM1","36","USACE - Galveston","video games, inventory",-4,0,-1.2192,NA,0,NA,NA,NA,NA
389,"COM1","37","USACE - Galveston","medium grocery, inventory",-4,0,-1.2192,NA,0,NA,NA,NA,NA
390,"COM1","38","USACE - Galveston","mens clothing, inventory",-4,0,-1.2192,NA,0,NA,NA,NA,NA
391,"COM1","164","USACE - Galveston","used furniture, contents (inventory)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
392,"COM1","165","USACE - Galveston","vacuum cleaner sales, contents (equipment)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
393,"COM1","166","USACE - Galveston","vacuum cleaner sales, contents (inventory)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
394,"COM1","167","USACE - Galveston","video games, contents (equipment)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
395,"COM1","181","USACE - New Orleans","gas stations, contents, salt water, long duration",-4,0,-1.2192,NA,0,"salt","long",NA,NA
396,"COM1","182","USACE - New Orleans","gas stations, contents, fresh water, short duration",-4,0,-1.2192,NA,0,"fresh","short",NA,NA
397,"COM1","170","USACE - New Orleans","bakery, contents, fresh water, short duration",-4,0,-1.2192,NA,0,"fresh","short",NA,NA
398,"COM1","171","USACE - New Orleans","candy store, contents, salt water, long duration",-4,0,-1.2192,NA,0,"salt","long",NA,NA
399,"COM1","172","USACE - New Orleans","candy store, contents, fresh water, short duration",-4,0,-1.2192,NA,0,"fresh","short",NA,NA
400,"COM1","173","USACE - New Orleans","clothing store, contents, salt water, long duration",-4,0,-1.2192,NA,0,"salt","long",NA,NA
401,"COM1","174","USACE - New Orleans","clothing store, contents, fresh water, short duration",-4,0,-1.2192,NA,0,"fresh","short",NA,NA
402,"COM1","175","USACE - New Orleans","convenience store, contents, salt water, long duration",-4,0,-1.2192,NA,0,"salt","long",NA,NA
403,"COM1","176","USACE - New Orleans","convenience store, contents, fresh water, short duration",-4,0,-1.2192,NA,0,"fresh","short",NA,NA
404,"COM1","177","USACE - New Orleans","department store, contents, salt water, long duration",-4,0,-1.2192,NA,0,"salt","long",NA,NA
405,"COM1","178","USACE - New Orleans","department store, contents, fresh water, short duration",-4,0,-1.2192,NA,0,"fresh","short",NA,NA
406,"COM1","179","USACE - New Orleans","furniture store, contents, salt water, long duration",-4,0,-1.2192,NA,0,"salt","long",NA,NA
